vault,user,asset_symbol,amount_sent,df_tokens_received,underlying_received,tx_hash,batch_number,status
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GDVSG247P23ZHFI2FR37YED7Q7FDRMVL4Y4E4P43I3LBIMILMWNA2YYK,USDC,818023206,860294861,818023206,50baf2848c68127dae5d1be2cf83e56f187249ff1b3fafb052e51632b042250f,8,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GDKVXGOHVRRMH6AEL4S6Y6LQGAT2XYYFFYNH3XG7QH67EUVNVNA5ELZM,USDC,756842120,795952219,756842119,50baf2848c68127dae5d1be2cf83e56f187249ff1b3fafb052e51632b042250f,8,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GASJIG53PSBYVMQSWB4YRJF2HWK5RCXHUQGSF2UIA5TOLAHJQS5TU7KM,USDC,750352069,789126797,750352073,50baf2848c68127dae5d1be2cf83e56f187249ff1b3fafb052e51632b042250f,8,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GBB4WEFQQLXBG2YGEQVFYYCLF2FD6QS7EFXI2FGG7VZU7RN7M7G45FVJ,USDC,733482344,771385296,733482346,0bf417a0ec27b32d0c58abef011574e3d34055a6c91c2b02d11f215335cb2410,9,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GCIO3COTEXHPET7KJQGUB4CFPVKYW3Z3OR4EPAZLW7B3CLSVI2BMBODP,USDC,722690683,760035972,722690684,0bf417a0ec27b32d0c58abef011574e3d34055a6c91c2b02d11f215335cb2410,9,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GDCAPXBRXNYOCYKRHTWDEUTGKKC2ANCSTASK33LMNAVO2P4JDE3SRV3L,USDC,708655783,745275814,708655785,0bf417a0ec27b32d0c58abef011574e3d34055a6c91c2b02d11f215335cb2410,9,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GCI37N5LJU5JKRUMUVJETLXYTTMO7CPMVBASH4AUYULYT53EAL6ECOTJ,USDC,708602956,745220257,708602957,0bf417a0ec27b32d0c58abef011574e3d34055a6c91c2b02d11f215335cb2410,9,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GBTPDAOITD3JRMPQAJXEYUIW5CZZ7K43P35XIE6UPWQBSIHE4VJGVOEO,USDC,707303367,743853511,707303368,0bf417a0ec27b32d0c58abef011574e3d34055a6c91c2b02d11f215335cb2410,9,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GCL42EQBXVC4MUD3KLT7OEBXNXHFJ3P4ECYQ4PIEURG3GZQWF4HUPSN7,USDC,706332950,742832948,706332952,0bf417a0ec27b32d0c58abef011574e3d34055a6c91c2b02d11f215335cb2410,9,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GAIACJN7N45434IU7EVTS5QTG3NSA6C2F25X4XJMTLXZQVCA76HT6XHD,USDC,678025267,713062456,678025269,0bf417a0ec27b32d0c58abef011574e3d34055a6c91c2b02d11f215335cb2410,9,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GBGLJX6VJLGGKBRIQE33XM5LFPBV5YF25ALPELA4XGOX5ZN3PJKDM5JQ,USDC,626190072,658548659,626190073,0bf417a0ec27b32d0c58abef011574e3d34055a6c91c2b02d11f215335cb2410,9,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GBZZK322GLLYHJJ5HQW72MSZDMRSNQ33Z4AHRYOOAZGJQVUHPTRWGMD4,USDC,616429953,648284182,616429954,0bf417a0ec27b32d0c58abef011574e3d34055a6c91c2b02d11f215335cb2410,9,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GA736ZGEDZEXFRXFR23MPG7FJXT4YL7QA4N5QPK2GTEYJ5Y5PZPLQP7X,USDC,531225851,558677135,531225857,0bf417a0ec27b32d0c58abef011574e3d34055a6c91c2b02d11f215335cb2410,9,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GD4QF4NVUURWAAUWY3MWUBIPILRTPBQO6SKZFB7TSS6TIA7IBTFPTWLC,USDC,529025955,556363537,529025958,54d7ff166c4b109bf51e21d5ed752b5744c19c6f166e63732823591efa364525,10,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GDSB43XLJUCW5XUFABYXZCOYTIIKTAX6OMVMBSXKYRSZZUYN5L5QSD3C,USDC,509601485,535935302,509601488,54d7ff166c4b109bf51e21d5ed752b5744c19c6f166e63732823591efa364525,10,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GATI5IWKKNKDOIHCBFJ7OTYVH2SQUFSK5RBYKG7ZSYG5CI6SHAPTPKCE,USDC,495768279,521387260,495768281,54d7ff166c4b109bf51e21d5ed752b5744c19c6f166e63732823591efa364525,10,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GBIGFHJCC2OJPDNWMGLAOVR2LGYBOO4UEJMHY6ADAY2MSGH4QJGGKP2W,USDC,493615885,519123641,493615888,54d7ff166c4b109bf51e21d5ed752b5744c19c6f166e63732823591efa364525,10,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GD4VIW64L5D75MM7GBII6MLTP36PSPKVDTQ6IECB2IQ3QPMB7XBPOY5J,USDC,459957065,483725491,459957068,54d7ff166c4b109bf51e21d5ed752b5744c19c6f166e63732823591efa364525,10,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GCA57WC6KCAIHWLFZZNBDISFIR23BRM3OQKNT53IHYV54PACQ5L2TVMZ,USDC,440356920,463112502,440356922,54d7ff166c4b109bf51e21d5ed752b5744c19c6f166e63732823591efa364525,10,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GCUNCNCSEULNCFEQIPEJTTPSIGB4WYBGT227NWSZ7IIWTKD2MORZB37E,USDC,430739029,452997603,430739031,54d7ff166c4b109bf51e21d5ed752b5744c19c6f166e63732823591efa364525,10,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GDT5EHQSPOKM2MYSMM3LZCSL24TES4ZED34PFZZXBX5CREUXALKHEYPM,USDC,426400205,448434569,426400207,54d7ff166c4b109bf51e21d5ed752b5744c19c6f166e63732823591efa364525,10,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GD6F3NOE5WNFWOXVRRAWURN53XL35ULK53ZYVWBVWPTGJIG2ZQSH3ALQ,USDC,408442024,429548394,408442026,54d7ff166c4b109bf51e21d5ed752b5744c19c6f166e63732823591efa364525,10,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GD3EGMVGTB3PSWYRKWSBDP3VKL7OFWDOVB24UHVWZSKIWMKJI3AXXSGX,USDC,382877253,402662559,382877259,54d7ff166c4b109bf51e21d5ed752b5744c19c6f166e63732823591efa364525,10,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GARHJ66E5GDG7XLBGVCGB5VDHSWWYMLPOVN326JKG33HA3B5G7MVWWQD,USDC,382217612,401968815,382217615,ea12c08b0f278849450b1b64d0e7cc0f7e2a347131f9f0a7d460331087ede6d3,11,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GAUV2MPDOK6KCM7MVW6W2UQJ3H54WL33VC2AIR4XGTP5NNB7HIHRRUHU,USDC,380539367,400203846,380539369,ea12c08b0f278849450b1b64d0e7cc0f7e2a347131f9f0a7d460331087ede6d3,11,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GDZUFWTMCBB7TWQWV62N6MW5QBUXQQLMP2OMLQEB5AUMND4GCGPGYTPR,USDC,361336943,380009131,361336945,ea12c08b0f278849450b1b64d0e7cc0f7e2a347131f9f0a7d460331087ede6d3,11,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GCNNFEOH6R2CKJUUZL24HYA5VXIUWHDNH6JZMZ7Z7JPNWBEWGGMEJIMQ,USDC,351587220,369755588,351587221,ea12c08b0f278849450b1b64d0e7cc0f7e2a347131f9f0a7d460331087ede6d3,11,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GDLWP6NFNV5NR4BPGECYLGR3CCDQPJENEA5T63WACFI7B6SPU6MDETKQ,USDC,348487592,366495786,348487594,ea12c08b0f278849450b1b64d0e7cc0f7e2a347131f9f0a7d460331087ede6d3,11,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GC2B7NOFRDRQQYPIYSVPF3WIOLAVBWM2M6CJBEXBKTUVELHUFCSMHJOA,USDC,343300871,361041040,343300873,ea12c08b0f278849450b1b64d0e7cc0f7e2a347131f9f0a7d460331087ede6d3,11,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GDGJNTBTA7UVDMLVTS6FXOXJILA6VIJ3BSSOGVHQI5B3UIVTXPTTEJ2M,USDC,323689937,340416705,323689938,ea12c08b0f278849450b1b64d0e7cc0f7e2a347131f9f0a7d460331087ede6d3,11,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GC2IUYM3PWOSRBEFVTLZIUDMJGRDVEP55M5N7RPDR3AP223MMFPYVOCZ,USDC,322557874,339226143,322557876,ea12c08b0f278849450b1b64d0e7cc0f7e2a347131f9f0a7d460331087ede6d3,11,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GCFWT2BBXK4ZT54EDREKMOQXBL2JN7HHMBIPYYX4ZPCVL2ZUKRNCSASF,USDC,305094902,320860767,305094904,ea12c08b0f278849450b1b64d0e7cc0f7e2a347131f9f0a7d460331087ede6d3,11,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GCXUJLEAILCOPM4ER5HXVLW34OU4SSTXH3WGID5OPXPYRF5OZL7B4T2Q,USDC,300121686,315630563,300121692,ea12c08b0f278849450b1b64d0e7cc0f7e2a347131f9f0a7d460331087ede6d3,11,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GBAO3WB6CMANBK54NP4EIK7BROZWKTPN6NZTTVZFIPJLCB6C4MCFOADZ,USDC,247661185,260459138,247661183,9319b064a36cb2ad6170003db6ca5ecd99ffe8a79912f7673691a7319e3a1f3e,12,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GC2XVABNJX2JBEU3JHNO2JDH3X7C3N5REU5XZIFMD7SKZTRWM5QOTJWC,USDC,224443944,236042140,224443942,9319b064a36cb2ad6170003db6ca5ecd99ffe8a79912f7673691a7319e3a1f3e,12,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GCEAE7NFIUVOOYENZJAYXQ3YCATEXDXSUNUAQTEQUUIVLG6XSMGO75II,USDC,214658687,225751228,214658686,9319b064a36cb2ad6170003db6ca5ecd99ffe8a79912f7673691a7319e3a1f3e,12,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GB4MBRCG6BHAIYPJN7YP6HSDTXPEOK5XWBYYJN45YLJIZONDH6TVRT2I,USDC,214293625,225367301,214293624,9319b064a36cb2ad6170003db6ca5ecd99ffe8a79912f7673691a7319e3a1f3e,12,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GA6U5NIIX46ISAKRP3V4RA6PXWUTKG2DCBLH374KIPDK3U7KRDFRD7VF,USDC,199676747,209995092,199676745,9319b064a36cb2ad6170003db6ca5ecd99ffe8a79912f7673691a7319e3a1f3e,12,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GCFC3ZMJBW6W4LK4A2QNNCQCAJG4QSRTINDEILBROQWTQ3AF3CT7IGIL,USDC,196401275,206550359,196401273,9319b064a36cb2ad6170003db6ca5ecd99ffe8a79912f7673691a7319e3a1f3e,12,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GCDUY5NUPEWU3DO7KIOKXKQYB7QEFKBHZQNH2UB7M4EZLRZDU6T4SPS4,USDC,195579220,205685825,195579219,9319b064a36cb2ad6170003db6ca5ecd99ffe8a79912f7673691a7319e3a1f3e,12,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GD6T4MSJPQWNQRTLKH2WV6XQUUTDLNHIRYXMY4YCJZXB7YK6KSOXC2LO,USDC,193444144,203440418,193444143,9319b064a36cb2ad6170003db6ca5ecd99ffe8a79912f7673691a7319e3a1f3e,12,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GDCSHJBXCFERDMSQ7SOOAIQYPO7ACOIF4Q7PFIHAE7YYTYRX36DQ4P6A,USDC,193267751,203254910,193267750,9319b064a36cb2ad6170003db6ca5ecd99ffe8a79912f7673691a7319e3a1f3e,12,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GBXTI2RWXMRCTESWXO4FN3HBWK5RLATEG3JVDLSFD6TNLASWDTJXSXOR,USDC,189996061,199814160,189996065,9319b064a36cb2ad6170003db6ca5ecd99ffe8a79912f7673691a7319e3a1f3e,12,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GBG2P6T4AP4ITUWYBJL2DS3ZKEWF75MJE5IK2AAI4R3WM7W7LXNX34DN,USDC,187627054,197322726,187627054,5b43562af05a1c7b950216ef16d0f24d85202734d4195718ea01b9bf42fa1122,13,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GAOAFKD6JP2MYMHKFYUDVYIWZDPR3ANAHN6IU6QZWGQONKQ52D3FAYKC,USDC,185947099,195555959,185947099,5b43562af05a1c7b950216ef16d0f24d85202734d4195718ea01b9bf42fa1122,13,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GCJADWMAFAXQK7333KZ2V2CCPI7RWRDR6F2LVERB66N3Q3A7BBEAXPOE,USDC,183537605,193021954,183537606,5b43562af05a1c7b950216ef16d0f24d85202734d4195718ea01b9bf42fa1122,13,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GC5TFCX2SPNR22SPH4WDE2UECER6M5QHLZX6GYCVBJGV45ISQ2LK6YHT,USDC,179122015,188378187,179122015,5b43562af05a1c7b950216ef16d0f24d85202734d4195718ea01b9bf42fa1122,13,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GAITVNQXRYKJE6HTCI4W24TKDV2YTTAPTMBUQUGV63R7WPGXW2J7YFJ3,USDC,178278276,187490848,178278277,5b43562af05a1c7b950216ef16d0f24d85202734d4195718ea01b9bf42fa1122,13,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GDGZVL772UYDHDHXA3EMSNY2MR4KQAFO7AXLXPG7YHUH6NVRPXBGF66X,USDC,177453817,186623784,177453817,5b43562af05a1c7b950216ef16d0f24d85202734d4195718ea01b9bf42fa1122,13,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GDJXL5OVTY5XUNUALQ36OHBIPRUH2KBNJTYKENZSYCOQWEFFOBZ6J7U6,USDC,176002689,185097669,176002689,5b43562af05a1c7b950216ef16d0f24d85202734d4195718ea01b9bf42fa1122,13,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GDJV7NURY5H3AS2BMJDOO5IFL5IHVXBD52RQCBZFL4TFVN5V557CN4LY,USDC,174435006,183448976,174435006,5b43562af05a1c7b950216ef16d0f24d85202734d4195718ea01b9bf42fa1122,13,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GAOLBCUD557P6F7T2IF4RXHGUKYIJG5QY5DRNJPT5ZIWH6O4BCY2XOU2,USDC,171945856,180831198,171945856,5b43562af05a1c7b950216ef16d0f24d85202734d4195718ea01b9bf42fa1122,13,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GC7JLQWYYG5DZBQ6HAKYBHE6YGHHEQW42HJJOVJDCRYUQTFGUQVKLUEV,USDC,169964665,178747633,169964669,5b43562af05a1c7b950216ef16d0f24d85202734d4195718ea01b9bf42fa1122,13,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GDJVJYEZOCRUGRYWVWA7MEIIDPG3OBZQBICC64REPPZOBZ4IIO3J2354,USDC,166918059,175543585,166918059,fafc39a75bb0754aab000c3d3c9599a898ee4029e40faf8faf2b619a191e4966,14,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GDP7JQ5NO3646XQRRCEVEPYCZEEEKXKTYW5QXM3AIT2UG7D6TWTOBMID,USDC,165618335,174176698,165618336,fafc39a75bb0754aab000c3d3c9599a898ee4029e40faf8faf2b619a191e4966,14,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GB5PVIW5VSOC24IAGU7UXJDBVCYXC5K5OPDFVYNXNDWYJ4S6363G33RB,USDC,164648155,173156384,164648156,fafc39a75bb0754aab000c3d3c9599a898ee4029e40faf8faf2b619a191e4966,14,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GBVYKNXVN5DSYBIY34XBC2Q7HHRAQWSCYHHACJKQXFGELAOKUT3NJ652,USDC,162258794,170643552,162258795,fafc39a75bb0754aab000c3d3c9599a898ee4029e40faf8faf2b619a191e4966,14,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GC6RS7WZD3Y6N5DCQWM4YPIKNEIEYQNLCUHXZXZYLVGGWBTJ3NBLNLR7,USDC,161163224,169491368,161163224,fafc39a75bb0754aab000c3d3c9599a898ee4029e40faf8faf2b619a191e4966,14,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GA6GJLQPOUSN2WU2YH72I76LTV7HCR6E3B266FJMXOQFTMTZYK372KEC,USDC,160972377,169290659,160972377,fafc39a75bb0754aab000c3d3c9599a898ee4029e40faf8faf2b619a191e4966,14,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GAKVK7T5HJRFQIANA63B5XUBM6PEIHIRCQ3IK23BRNT47YGBICRYRWW7,USDC,157696095,165845074,157696095,fafc39a75bb0754aab000c3d3c9599a898ee4029e40faf8faf2b619a191e4966,14,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,CBELB6RF3JJFOELQBBJIQR6ZP7DXU4BOVN4DUFUKB3HRP6MS4MZ2WZ2V,USDC,156782347,164884108,156782347,fafc39a75bb0754aab000c3d3c9599a898ee4029e40faf8faf2b619a191e4966,14,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GCAHFDQNB2C56JFKRGZOGEJZZTGRFAWU2M4JRL6VNWEADXLB4FUOF6NG,USDC,150044746,157798340,150044746,fafc39a75bb0754aab000c3d3c9599a898ee4029e40faf8faf2b619a191e4966,14,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GAB3OJLH4JT6BKGF6U63REV3Z7SRKRP4ZTYSLMKA52YSTB5QHF7URFJC,USDC,147113661,154715797,147113667,fafc39a75bb0754aab000c3d3c9599a898ee4029e40faf8faf2b619a191e4966,14,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GDR3ZAP27R6G5XBZ2X35ORPFEYY74H3LBGX65PNZLDI7MIN5RBRSJHJA,USDC,143356011,150763961,143356010,222eba97164b94ba77f853ba3435fd8aca89fecada20b6a393fb7431d1ed63d1,15,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,CDUGSUPMTKDBQSHVNZNJJX6PZ2QFIMIIU3MY6YQJASOC3RVKE5ZEQNMA,USDC,142544117,149910112,142544116,222eba97164b94ba77f853ba3435fd8aca89fecada20b6a393fb7431d1ed63d1,15,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GAJUSEXRCY7V54FPHNQF63IHURPZQNWBM4NP2VDOZDUU676ROZTBCYUE,USDC,142465080,149826991,142465079,222eba97164b94ba77f853ba3435fd8aca89fecada20b6a393fb7431d1ed63d1,15,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GC5FSFITDCOCQGFU6DBMYJWQURRERJRIL53H3JS2TIBVIY52ZUZZLATF,USDC,140706388,147977418,140706387,222eba97164b94ba77f853ba3435fd8aca89fecada20b6a393fb7431d1ed63d1,15,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GB42OHVYYOX7QQJ5GCRU5HBEP4OOUIKFOW7KXDZWJHBN5L2FBZOEF566,USDC,140650380,147918516,140650379,222eba97164b94ba77f853ba3435fd8aca89fecada20b6a393fb7431d1ed63d1,15,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GAGBGWZIN55C5PPQE7Z2GVEF3BMGJRYGSQJXSQ6OGLV2VFN5LN63X3H4,USDC,138782142,145953736,138782141,222eba97164b94ba77f853ba3435fd8aca89fecada20b6a393fb7431d1ed63d1,15,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GC4SPZ5U6PRP6HEQPOEHSNBN2FUCFPBARMEG3O2WKRB5FPAAZA3XQI52,USDC,112162038,117958033,112162037,222eba97164b94ba77f853ba3435fd8aca89fecada20b6a393fb7431d1ed63d1,15,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GD6FJ3YT2OQJV6LXVUBUXDLSMZDEH62W4T4HN7PGDRKWPGPOJWK5WT6Q,USDC,110937563,116670283,110937562,222eba97164b94ba77f853ba3435fd8aca89fecada20b6a393fb7431d1ed63d1,15,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GDVLGXSGISTFLRUIQVN7A6XSUF2B45AQCF33O7DIS22IJTGN2L73X56F,USDC,109200941,114843921,109200940,222eba97164b94ba77f853ba3435fd8aca89fecada20b6a393fb7431d1ed63d1,15,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GCCTP33ZPGMZCPZMH45A7ZOS6JBYMVCTUTWUXHYMFRZ53YJASHK4SKMJ,USDC,100656014,105857438,100656018,222eba97164b94ba77f853ba3435fd8aca89fecada20b6a393fb7431d1ed63d1,15,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GAVKZEJBP5HFC42I2N4VMGYNCLDIVO6SJMQ3YD6T6FAN2XR6DIA3R3AG,USDC,97342749,102372953,97342749,45fe23a01bd7dd39b6d6f802c9b68529c72181f1a49b916491da1f98b0c0c92a,16,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GDCWQONHN4RPXVE4A6DKUUMNNPNUVTJCWY6B5BHNLWSP72PORL6UEG57,USDC,94697207,99590702,94697207,45fe23a01bd7dd39b6d6f802c9b68529c72181f1a49b916491da1f98b0c0c92a,16,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GCWZSULPLGHOAFBBZD5IPTQACFAUPSNSAVNKOSNR24FUWFBB2PGS53ZP,USDC,94426422,99305924,94426422,45fe23a01bd7dd39b6d6f802c9b68529c72181f1a49b916491da1f98b0c0c92a,16,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GBDH25NUZ2EPRCHQ27OAIE7QLBA4PTZJH3QGQFAA7J3BJGJ2X43SJNAJ,USDC,89394640,94014124,89394640,45fe23a01bd7dd39b6d6f802c9b68529c72181f1a49b916491da1f98b0c0c92a,16,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GAH7H3JLUZGQM7JJGEVQC337PRWWA3Y7GI5SDH2COIQWFNTAJNFK5WSI,USDC,86929133,91421211,86929132,45fe23a01bd7dd39b6d6f802c9b68529c72181f1a49b916491da1f98b0c0c92a,16,"success"
CBNKCU3HGFKHFOF7JTGXQCNKE3G3DXS5RDBQUKQMIIECYKXPIOUGB2S3,GBRDEQWGP67FCQJDPRQICQN3Q6N5NGJN7UQW7DXB2WE3JEHJ7L32PULA,USDC,85872452,90309926,85872452,45fe23a01bd7dd39b6d6f802c9b68529c72181f1a49b916491da1f98b0c0c92a,16,"success"
